packet_size,interarrival_ms,src_port,dst_port,service_port,label
1209,3.604,23629,21,21,file
351,54.495,58007,443,443,voip
251,156.34,22963,443,443,web
684,509.317,11217,8080,8080,web
1057,521.83,17849,80,80,web
1078,0.98,32043,20,20,file
355,56.146,50782,80,80,web
1234,4.215,4953,8080,4953,file
1404,29.488,48136,8554,8554,video
128,23.023,57020,10000,10000,voip
337,664.63,58230,8080,8080,web
700,321.357,45528,80,80,web
179,23.121,21793,5061,5061,voip
1416,51.767,55950,8443,8443,video
549,17.41,37551,443,443,web
1017,24.987,11253,8554,8554,video
191,22.89,36331,10000,10000,voip
1272,5.941,1358,443,443,file
777,32.077,25065,5005,5005,video
359,141.07,44815,8080,8080,web
974,21.602,47518,8443,8443,video
307,394.208,18154,8080,8080,web
229,36.46,33713,10000,10000,voip
1136,13.436,15123,443,443,file
1393,5.404,40180,20,20,file
226,31.648,20056,5061,5061,voip
1042,3.003,52796,443,443,file
1446,4.161,40684,989,989,file
1394,56.738,32825,443,443,video
752,340.074,2335,8443,2335,web
1219,29.998,31600,1935,1935,video
1500,1.015,24973,8443,8443,file
1415,0.775,36997,990,990,file
170,17.946,38507,8443,8443,voip
1500,4.071,20700,8081,8081,file
789,27.785,25507,5005,5005,video
60,61.642,41173,443,443,voip
1336,25.798,16414,8443,8443,video
1434,4.063,9215,990,990,file
1011,153.497,5928,8443,5928,web
211,6.641,3401,443,443,voip
1048,4.567,54201,8080,8080,file
133,9.914,10513,5061,5061,voip
176,9.839,61453,5061,5061,voip
894,1.951,1208,8443,1208,file
1500,19.004,44655,1935,1935,video
1167,25.79,2386,8443,2386,video
1500,1.233,21561,21,21,file
1401,8.099,27003,989,989,file
772,194.13,27036,443,443,web
1211,3.833,19444,8443,8443,file
488,211.497,18126,8080,8080,web
1500,43.529,36373,8080,8080,video
159,10.328,64284,10002,10002,voip
1454,2.481,26088,20,20,file
933,85.0,34739,8080,8080,web
1306,33.498,50029,8554,8554,video
202,6.788,37798,10001,10001,voip
750,335.799,31209,443,443,web
1500,4.51,47339,990,990,file
1124,41.351,50509,443,443,video
1325,4.947,61044,21,21,file
189,10.48,51759,10000,10000,voip
1014,2.075,47368,8080,8080,file
1090,458.281,54508,8443,8443,web
1335,0.804,41828,443,443,file
1073,0.873,58068,8081,8081,file
620,55.35,58549,8080,8080,web
1123,2.172,30929,989,989,file
555,530.957,59341,8080,8080,web
1205,6.333,37111,990,990,file
1500,4.754,20119,443,443,file
196,11.76,33103,10002,10002,voip
1500,39.532,1644,5005,1644,video
1290,1.043,64745,8443,8443,file
1172,427.161,59016,8443,8443,web
571,46.274,41756,8443,8443,web
172,254.063,18303,8080,8080,web
976,461.016,38271,8443,8443,web
151,20.443,33364,5060,5060,voip
430,317.096,2297,443,443,web
744,381.654,2383,80,80,web
224,131.252,26535,443,443,web
663,86.872,29778,8443,8443,web
182,13.238,42518,10002,10002,voip
939,0.933,7285,990,990,file
195,30.517,52310,443,443,voip
1103,3.399,52112,989,989,file
843,38.11,46655,8443,8443,video
741,343.991,33850,8443,8443,web
669,374.652,35589,8443,8443,web
1111,14.313,38943,8443,8443,video
1407,0.955,44656,8080,8080,file
189,17.733,63172,443,443,voip
445,142.631,26358,8443,8443,web
1441,6.02,27647,989,989,file
1288,13.813,1882,5005,1882,video
426,80.945,4869,8080,4869,web
1265,79.436,24413,1935,1935,video
1208,27.439,29086,5005,5005,video
1016,41.95,62128,443,443,video
198,278.613,38315,8080,8080,web
936,390.962,28790,8443,8443,web
785,667.824,15459,8080,8080,web
1046,22.877,24417,8080,8080,video
1480,1.414,36508,8443,8443,file
178,14.349,2418,8443,2418,voip
495,1000.0,12886,8080,8080,web
1500,8.096,58463,8081,8081,file
1185,1.588,63347,21,21,file
1147,36.032,43614,5004,5004,video
258,18.068,59953,8080,8080,voip
997,55.072,35633,8443,8443,video
1327,25.322,37510,8080,8080,video
441,371.257,40467,8443,8443,web
1310,5.925,57415,443,443,file
1500,27.271,49408,5005,5005,video
1367,7.897,22524,990,990,file
136,21.924,40564,5061,5061,voip
1424,36.409,53636,8080,8080,video
194,19.918,2811,443,443,voip
1100,55.659,57414,8443,8443,video
1500,85.754,22791,1935,1935,video
195,34.897,43459,443,443,voip
1313,10.096,34770,990,990,file
924,563.566,47923,80,80,web
1065,24.48,62345,8554,8554,video
163,11.078,48817,10002,10002,voip
1104,16.326,53961,8080,8080,file
1354,33.245,36601,8080,8080,video
60,10.253,58536,10001,10001,voip
183,15.839,32679,5061,5061,voip
1170,14.223,16358,8443,8443,video
209,75.181,21327,8080,8080,web
1231,12.052,21817,8081,8081,file
1351,2.028,16657,20,20,file
1237,2.43,23445,989,989,file
147,13.422,55728,5060,5060,voip
981,34.958,5945,8554,5945,video
1359,5.582,41264,8081,8081,file
1031,46.134,21142,1935,1935,video
1278,3.252,2479,21,21,file
457,135.971,45155,80,80,web
1326,15.583,19804,8554,8554,video
520,399.984,56301,8080,8080,web
708,127.543,45074,8080,8080,web
1356,31.601,44708,5005,5005,video
1085,26.82,5681,8554,5681,video
1500,47.111,37759,8443,8443,video
1178,47.321,56458,1935,1935,video
1041,64.875,55801,1935,1935,video
60,44.094,26696,10000,10000,voip
954,29.345,17214,443,443,video
1168,4.474,34729,443,443,file
1372,203.608,31458,8554,8554,video
1075,30.603,52827,8443,8443,video
718,139.399,31002,8080,8080,web
1075,33.599,61215,443,443,video
1058,4.833,20233,989,989,file
1500,5.417,34060,8443,8443,file
1333,6.558,16985,443,443,file
1336,10.707,33123,8081,8081,file
1261,2.977,42976,8080,8080,file
192,15.217,61690,8443,8443,voip
973,26.759,20427,5005,5005,video
350,334.799,33677,443,443,web
218,329.854,20809,8443,8443,web
805,864.673,63141,8443,8443,web
1198,167.571,13084,8080,8080,web
819,15.589,38846,5004,5004,video
1252,18.58,53642,5004,5004,video
1064,4.704,24384,8080,8080,file
538,31.285,30939,443,443,web
1182,5.282,30109,8081,8081,file
1158,7.542,39943,20,20,file
580,302.473,13978,8443,8443,web
480,60.464,19818,8080,8080,web
217,18.116,63552,10000,10000,voip
1384,4.288,56070,8081,8081,file
925,4.111,22586,8443,8443,file
464,234.787,61545,443,443,web
182,24.78,38051,10001,10001,voip
1212,1.445,30014,8443,8443,file
358,293.985,36817,80,80,web
478,175.156,26226,8443,8443,web
813,76.326,50785,8080,8080,web
1500,3.147,18720,8080,8080,file
217,178.156,23849,8080,8080,web
1301,6.169,10481,21,21,file
1368,3.653,38523,20,20,file
184,10.081,41655,10001,10001,voip
1266,19.795,24147,5005,5005,video
1126,10.663,26348,8081,8081,file
1087,38.686,3954,1935,1935,video
1254,7.306,25342,8081,8081,file
983,26.477,25066,1935,1935,video
1083,3.298,6636,21,21,file
412,351.542,13415,443,443,web
1500,6.087,49708,990,990,file
1138,1.142,8684,8443,8443,file
461,132.694,18371,80,80,web
1345,22.543,62678,1935,1935,video
1096,186.25,24703,443,443,web
158,23.091,4965,443,443,voip
483,351.638,9239,8080,8080,web
1407,3.206,50321,443,443,file
881,158.6,36296,443,443,web
1026,67.015,45462,5005,5005,video
553,299.924,43531,8080,8080,web
1384,6.358,52236,20,20,file
1394,3.295,44606,8081,8081,file
100,29.983,25303,10000,10000,voip
1150,2.954,13507,8443,8443,file
1266,5.505,33051,443,443,file
1325,3.498,16363,21,21,file
197,13.733,60073,5061,5061,voip
175,13.315,3242,5061,3242,voip
1387,24.777,34797,8554,8554,video
1500,2.28,38795,20,20,file
126,11.858,35036,5060,5060,voip
637,848.259,15949,8443,8443,web
941,12.993,62198,5004,5004,video
76,17.212,59118,5061,5061,voip
1326,5.35,19980,443,443,file
788,419.928,2654,8443,2654,web
1281,2.182,2743,989,989,file
1291,12.962,34506,1935,1935,video
224,20.414,55412,10001,10001,voip
1175,4.032,17518,21,21,file
1354,40.485,1925,443,443,video
1497,5.728,20579,8080,8080,file
1013,62.292,57402,8554,8554,video
760,136.435,53036,8443,8443,web
1486,6.181,21877,990,990,file
775,43.814,55884,8080,8080,web
557,439.508,40793,443,443,web
170,12.048,16304,8080,8080,voip
636,34.917,14214,8080,8080,web
1500,52.605,21877,8443,8443,video
174,15.618,8752,10000,8752,voip
1500,4.948,12376,989,989,file
659,123.881,25450,8080,8080,web
311,369.708,15645,8080,8080,web
1500,6.976,62629,443,443,file
1348,8.044,21615,443,443,file
352,566.43,6624,8080,6624,web
1414,34.013,53080,1935,1935,video
278,8.393,41058,10002,10002,voip
1500,23.517,39918,8080,8080,video
1078,14.465,29185,5004,5004,video
1112,31.016,57301,1935,1935,video
1297,29.099,21981,443,443,video
748,219.477,57970,8080,8080,web
1032,12.127,45472,5004,5004,video
485,344.32,30607,8443,8443,web
1235,18.011,14084,5005,5005,video
1064,1.768,1870,20,20,file
1306,4.95,52181,8443,8443,file
1061,486.389,3285,443,443,web
1500,0.554,22661,8080,8080,file
203,10.825,28698,10002,10002,voip
841,81.475,52478,8443,8443,web
1267,109.082,60708,443,443,web
688,322.296,15724,8443,8443,web
736,394.793,32903,443,443,web
1084,26.188,54277,5004,5004,video
1369,7.06,11580,990,990,file
126,22.24,47153,5061,5061,voip
107,32.458,47334,8443,8443,voip
1451,61.075,50914,8080,8080,video
694,59.483,58584,8443,8443,web
208,21.555,42872,5060,5060,voip
1137,58.398,8678,1935,1935,video
1500,5.72,3297,8081,3297,file
1068,269.207,15082,80,80,web
1500,2.383,35048,8443,8443,file
983,1000.0,51233,8443,8443,web
1185,1.418,20690,990,990,file
388,539.789,52735,8443,8443,web
184,13.907,29059,5061,5061,voip
239,19.541,4764,5061,4764,voip
1327,4.545,48622,20,20,file
495,39.549,52994,8443,8443,video
186,460.929,26522,80,80,web
994,10.833,49896,990,990,file
1096,37.411,30534,8443,8443,video
755,109.908,58088,8554,8554,video
655,306.454,27405,443,443,web
1023,5.472,6970,8080,6970,file
225,191.839,29760,80,80,web
60,9.179,10452,10000,10000,voip
1297,2.328,1283,443,443,file
242,311.641,22883,8080,8080,web
270,107.667,11565,443,443,web
1290,30.848,19834,1935,1935,video
908,1.122,16614,990,990,file
634,74.068,3292,8443,3292,web
962,18.784,26772,5004,5004,video
1291,9.095,3135,989,989,file
1409,117.556,36561,1935,1935,video
1127,94.382,13992,8443,8443,web
760,323.604,61670,8443,8443,web
1500,3.852,24835,990,990,file
1328,1.824,62568,990,990,file
237,316.53,64515,8080,8080,web
1500,2.253,36728,443,443,file
726,351.069,27471,8080,8080,web
206,176.847,30088,8080,8080,web
243,30.677,33259,443,443,voip
220,17.804,29950,8080,8080,voip
1293,16.983,61206,5005,5005,video
117,22.075,42007,10000,10000,voip
399,298.779,13610,8080,8080,web
459,103.407,61223,8443,8443,web
399,128.78,23472,8080,8080,web
1113,5.793,59754,989,989,file
198,24.451,28052,10001,10001,voip
166,28.945,54948,8080,8080,voip
1238,2.174,9551,8080,8080,file
677,516.726,27411,443,443,web
60,23.929,35305,10000,10000,voip
196,10.92,25675,10001,10001,voip
379,124.57,54158,80,80,web
1419,5.365,15831,443,443,file
167,20.224,64522,5061,5061,voip
103,21.491,31408,10001,10001,voip
130,27.608,9667,10002,9667,voip
191,6.658,29918,8080,8080,voip
459,634.502,22279,8443,8443,web
397,186.472,64492,8080,8080,web
1341,1.283,23281,8080,8080,file
1138,13.291,8499,8554,8499,video
1062,6.245,41457,20,20,file
873,30.429,34926,5005,5005,video
1270,9.584,11763,989,989,file
982,176.869,40485,5005,5005,video
1428,6.632,58172,990,990,file
609,258.38,1924,8443,1924,web
1305,24.426,58378,5005,5005,video
695,243.798,37731,8443,8443,web
893,10.74,41628,8554,8554,video
1210,38.94,63739,1935,1935,video
1327,8.436,55790,990,990,file
1112,35.229,63681,5005,5005,video
419,211.477,58020,443,443,web
196,24.828,7768,10000,7768,voip
143,8.676,13805,10002,10002,voip
147,20.353,41040,5060,5060,voip
940,45.198,2654,8443,2654,video
650,461.577,34216,80,80,web
724,322.979,21017,80,80,web
1396,23.067,15743,990,990,file
1253,2.193,4781,8443,4781,file
287,451.796,59357,8443,8443,web
710,373.763,13744,80,80,web
187,130.203,39738,8080,8080,web
1016,34.212,5155,5004,5004,video
1109,10.851,54701,8554,8554,video
180,8.337,49838,8080,8080,voip
146,12.897,16760,5061,5061,voip
823,21.217,26360,8080,8080,video
356,775.678,54859,8080,8080,web
1500,5.25,25570,8080,8080,file
1375,27.364,14859,5004,5004,video
1268,2.721,38416,989,989,file
1499,59.673,34727,5004,5004,video
1091,40.166,47131,8554,8554,video
811,442.828,13818,80,80,web
956,15.99,27430,443,443,file
970,212.031,7262,8080,7262,web
224,20.696,34113,8080,8080,voip
1275,31.661,47456,1935,1935,video
1256,1.174,56736,443,443,file
181,19.096,61585,8080,8080,voip
165,375.611,54302,80,80,web
1357,21.538,41958,443,443,video
499,236.135,56039,8443,8443,web
906,25.739,2111,8080,2111,video
1363,6.174,29783,8081,8081,file
1284,2.05,21176,8081,8081,file
1500,5.716,9690,8443,8443,file
1500,5.733,8063,20,20,file
216,21.013,34819,5060,5060,voip
1186,42.368,63122,8554,8554,video
1496,0.892,49359,989,989,file
999,216.459,61126,8443,8443,web
246,10.063,23943,10001,10001,voip
289,18.935,19224,8443,8443,voip
203,15.475,14997,10000,10000,voip
934,18.399,14615,20,20,file
434,409.317,14101,443,443,web
1500,4.781,37529,8081,8081,file
1500,24.665,44400,1935,1935,video
1290,7.503,26572,989,989,file
120,39.939,30222,443,443,voip
154,23.258,57398,5061,5061,voip
1358,25.095,36019,5004,5004,video
959,22.231,51122,5005,5005,video
807,227.93,13613,8080,8080,web
60,15.906,28377,10000,10000,voip
108,8.334,24947,5060,5060,voip
179,22.873,15734,8080,8080,voip
1499,7.305,38285,989,989,file
631,226.866,12972,8080,8080,web
1046,46.928,43206,8080,8080,video
276,122.693,10902,8443,8443,web
1463,2.41,50969,8080,8080,file
281,24.109,4897,8443,4897,voip
605,337.554,60567,8080,8080,web
1443,1.196,57846,8443,8443,file
761,110.386,17980,8080,8080,web
175,20.471,56942,8080,8080,voip
1500,21.799,43968,20,20,file
1482,33.435,1128,8080,1128,video
964,59.507,37922,443,443,web
1378,7.567,53843,20,20,file
1013,44.555,36818,5005,5005,video
246,20.77,5540,5061,5061,voip
1286,0.706,55361,8443,8443,file
247,11.964,6131,5060,5060,voip
213,23.723,45048,10000,10000,voip
182,20.633,8861,5061,5061,voip
728,7.962,53220,1935,1935,video
271,18.889,22458,5061,5061,voip
1500,29.968,50939,5005,5005,video
201,13.88,14030,8443,8443,voip
1262,4.117,54586,8443,8443,file
182,8.844,35382,10002,10002,voip
256,533.37,56563,8080,8080,web
1275,8.392,6876,20,20,file
395,20.942,60466,443,443,voip
1179,41.512,37120,8554,8554,video
851,2.031,21484,989,989,file
1086,35.102,48127,8080,8080,video
231,16.233,6913,443,443,voip
1434,2.312,13926,990,990,file
1250,4.4,53895,443,443,file
434,250.367,36203,8443,8443,web
187,21.773,59020,10002,10002,voip
117,11.885,50159,443,443,voip
1180,5.311,30828,8081,8081,file
763,124.344,24844,80,80,web
180,19.328,30897,443,443,voip
1500,5.872,36946,443,443,file
1048,5.154,4252,8080,4252,file
109,17.86,57274,5061,5061,voip
1320,25.968,24416,5005,5005,video
1307,2.641,62095,443,443,file
162,6.642,17842,5061,5061,voip
1069,0.315,30980,989,989,file
311,243.543,44331,8080,8080,web
1052,216.511,31592,8443,8443,web
168,23.198,11260,5060,5060,voip
81,1000.0,21939,80,80,web
1426,6.768,35301,8443,8443,file
125,27.154,38751,10000,10000,voip
274,26.334,58208,8443,8443,voip
1500,7.717,30847,8443,8443,file
678,653.707,25841,8443,8443,web
1122,0.809,49333,8081,8081,file
702,106.117,45192,443,443,web
1286,0.294,15831,8443,8443,file
152,18.426,37016,8443,8443,voip
1500,13.629,35395,8081,8081,file
1440,27.6,11667,8554,8554,video
1311,3.691,4773,8081,4773,file
92,9.215,15661,8080,8080,voip
1041,57.547,15203,8554,8554,video
655,62.431,33536,8080,8080,web
477,151.913,50400,8443,8443,web
806,50.53,14686,443,443,web
700,563.346,32164,8443,8443,web
778,301.215,32889,443,443,web
1339,58.38,47219,8443,8443,video
226,200.311,26222,8443,8443,web
1209,43.226,16396,8443,8443,video
269,64.079,30982,8080,8080,voip
1218,21.546,19392,8080,8080,video
1459,5.593,25530,20,20,file
188,24.593,64355,10001,10001,voip
331,203.773,44666,8080,8080,web
1345,2.254,57323,989,989,file
1500,7.94,12144,20,20,file
156,10.807,5090,5061,5061,voip
1035,30.491,59279,5005,5005,video
1362,19.126,26260,8080,8080,video
1170,43.903,38378,8443,8443,video
1126,8.153,53422,8080,8080,file
80,37.503,39227,5060,5060,voip
1127,14.026,13580,8554,8554,video
130,18.274,18323,8080,8080,voip
697,215.284,15352,8443,8443,web
1436,42.648,21940,8554,8554,video
1158,40.376,60972,8443,8443,video
1380,23.233,21928,8554,8554,video
1310,38.437,8373,8080,8080,video
1265,6.922,55575,21,21,file
720,280.098,2458,8443,2458,web
139,18.696,1035,10001,1035,voip
1016,659.164,42387,443,443,web
479,31.975,34351,8080,8080,voip
1226,469.855,58485,80,80,web
916,149.051,11576,8080,8080,web
155,28.874,41030,5061,5061,voip
1018,2.296,53639,8443,8443,file
488,97.352,13932,8443,8443,web
165,14.507,16361,443,443,voip
221,9.717,18945,443,443,voip
694,60.804,59179,8080,8080,web
1426,3.08,60519,21,21,file
158,19.115,50295,5061,5061,voip
1151,2.83,1847,8080,1847,file
1138,81.281,19691,443,443,video
614,49.106,6311,8080,6311,web
1448,4.537,16477,989,989,file
148,16.806,62500,8443,8443,voip
1042,1.91,4984,443,443,file
704,29.818,58702,8443,8443,web
1500,4.584,21153,443,443,file
83,65.941,45046,10002,10002,voip
1142,18.724,23422,1935,1935,video
1205,19.706,24260,8443,8443,video
1190,15.964,34402,1935,1935,video
1448,23.111,19913,8554,8554,video
1118,137.459,46002,443,443,web
1195,45.129,37935,8554,8554,video
194,12.4,27345,10002,10002,voip
1223,314.301,61687,443,443,web
1500,3.098,39106,990,990,file
106,18.097,20129,5060,5060,voip
255,10.376,60346,10002,10002,voip
665,409.232,58272,8080,8080,web
128,21.31,26975,8443,8443,voip
1412,2.169,2212,443,443,file
1500,31.839,14170,5005,5005,video
397,33.294,13571,8443,8443,web
1497,2.631,45664,989,989,file
1373,8.828,40227,989,989,file
229,126.349,6548,443,443,web
247,409.177,13549,443,443,web
1078,44.178,45647,5004,5004,video
73,59.168,45952,8080,8080,voip
1472,49.018,51503,8554,8554,video
1283,20.199,45971,1935,1935,video
123,13.207,61983,443,443,voip
154,8.858,35457,5060,5060,voip
756,426.746,57946,8443,8443,web
1324,4.672,35269,21,21,file
142,12.405,16178,5061,5061,voip
1241,26.39,56263,1935,1935,video
1036,48.723,2116,5005,2116,video
1310,1.164,49535,8081,8081,file
1346,35.102,41998,8554,8554,video
1119,40.689,3624,1935,1935,video
1500,35.576,2460,5004,2460,video
990,1000.0,24529,8443,8443,web
1084,0.812,48665,8081,8081,file
1410,11.587,4545,989,989,file
393,28.088,28000,8443,8443,voip
195,15.749,44532,10000,10000,voip
1102,17.267,30475,5005,5005,video
104,79.761,50222,8443,8443,voip
1094,31.383,57178,8080,8080,video
60,28.657,55776,5060,5060,voip
1438,98.34,45518,443,443,video
1175,35.569,29101,443,443,video
1488,4.876,27686,990,990,file
238,121.369,26394,443,443,web
1109,57.472,53084,443,443,video
1219,64.877,12898,1935,1935,video
1337,35.143,61068,5004,5004,video
1131,28.525,48477,8554,8554,video
185,14.691,6281,5061,5061,voip
240,24.659,7554,5060,5060,voip
963,225.469,63519,80,80,web
1320,36.842,60116,1935,1935,video
599,852.869,45390,443,443,web
736,221.147,14548,443,443,web
1180,6.02,6174,8080,6174,file
1041,21.186,61360,8554,8554,video
707,476.726,7313,80,80,web
206,492.092,51099,8443,8443,web
862,231.616,36164,80,80,web
832,322.954,55260,80,80,web
1340,26.07,54659,8443,8443,video
207,10.157,24951,8080,8080,voip
1500,8.001,47168,443,443,file
204,25.658,20454,8080,8080,voip
839,9.168,33206,443,443,video
1447,31.292,47208,5005,5005,video
1357,4.151,28028,8081,8081,file
996,16.387,7994,8080,7994,video
1196,36.264,32887,8554,8554,video
1469,38.267,56685,8554,8554,video
227,22.678,26853,10002,10002,voip
183,18.186,22844,5060,5060,voip
201,24.726,5744,443,443,voip
1500,6.781,34248,8080,8080,file
1320,7.934,38763,989,989,file
741,335.729,56378,8080,8080,web
819,66.735,9984,1935,1935,video
1297,32.001,17371,1935,1935,video
1158,9.507,4277,443,443,file
1164,14.084,2834,443,443,video
566,133.531,13524,8443,8443,web
750,267.146,24896,80,80,web
1187,5.058,37582,990,990,file
1486,2.87,42887,989,989,file
154,10.196,8119,8080,8080,voip
1500,4.7,28945,8081,8081,file
1383,2.737,48046,8080,8080,file
268,65.18,57524,443,443,web
127,8.89,43876,443,443,voip
1500,30.624,34068,5005,5005,video
145,10.706,43266,8443,8443,voip
907,180.732,51440,443,443,web
221,23.476,16230,10001,10001,voip
1046,10.461,26389,5004,5004,video
143,12.6,41952,5061,5061,voip
280,435.172,7682,8443,7682,web
976,18.724,35728,8554,8554,video
1315,29.253,22818,1935,1935,video
1426,59.345,36010,443,443,video
1253,3.442,59395,8443,8443,file
60,12.07,39055,10002,10002,voip
1165,22.612,1176,8443,1176,video
139,14.034,35001,5060,5060,voip
993,249.152,33865,8443,8443,web
891,377.332,6137,8080,6137,web
263,20.896,2678,10000,2678,voip
1262,25.755,49397,8080,8080,video
1350,2.447,39184,21,21,file
120,31.493,35280,10002,10002,voip
216,156.517,52314,8080,8080,web
1500,26.431,12567,8443,8443,video
1500,2.594,39937,990,990,file
183,10.848,36238,5060,5060,voip
1436,38.922,21895,8080,8080,video
220,11.021,46182,443,443,voip
1176,7.415,61690,989,989,file
1500,9.821,27528,989,989,file
194,25.131,5456,443,443,voip
204,13.12,63412,10000,10000,voip
1258,73.883,36595,8443,8443,video
1296,2.848,29822,21,21,file
408,68.069,54377,5060,5060,voip
218,21.656,1085,10001,1085,voip
167,18.04,29818,10000,10000,voip
1357,19.835,42985,8081,8081,file
966,17.223,48153,443,443,video
1441,7.2,62531,8080,8080,file
1374,91.965,15094,443,443,video
1143,6.898,10460,443,443,file
187,37.562,1184,5060,1184,voip
1100,6.864,15366,8081,8081,file
1338,31.621,32747,443,443,video
1500,2.1,10295,8080,8080,file
153,14.244,40696,5061,5061,voip
175,16.364,37999,10000,10000,voip
1173,31.295,48340,8554,8554,video
1500,7.557,16310,20,20,file
1500,9.258,5134,20,20,file
1500,4.732,62233,20,20,file
1316,12.346,58703,8554,8554,video
299,277.243,20055,443,443,web
1500,28.859,49073,1935,1935,video
154,16.036,37739,443,443,voip
1040,3.917,57341,8443,8443,file
1500,10.352,47461,8081,8081,file
1180,17.269,48763,5005,5005,video
491,388.162,34185,80,80,web
919,398.101,56994,80,80,web
364,398.246,22553,8080,8080,web
834,283.406,21073,443,443,web
1294,8.803,32733,8443,8443,file
1266,2.135,32597,443,443,file
1278,0.903,64267,989,989,file
1045,52.122,29631,1935,1935,video
1271,57.784,28553,1935,1935,video
144,18.099,25323,443,443,voip
1007,88.491,48539,5004,5004,video
248,10.364,3812,8080,3812,voip
185,9.262,63641,5060,5060,voip
967,237.436,63798,8080,8080,web
1021,34.15,28904,5005,5005,video
828,40.202,32663,8443,8443,video
1500,56.188,55796,443,443,video
235,19.045,20230,10000,10000,voip
1464,5.078,40825,8081,8081,file
957,35.421,39374,8554,8554,video
846,24.049,22212,80,80,web
201,10.2,49798,5061,5061,voip
1222,23.093,14509,1935,1935,video
1500,20.778,46536,8554,8554,video
179,16.479,21452,10002,10002,voip
1500,4.758,9851,989,989,file
138,18.298,9009,10002,9009,voip
1227,2.61,32989,8081,8081,file
1044,31.946,3624,8080,3624,video
242,469.248,18896,8080,8080,web
419,319.278,46967,8080,8080,web
1008,5.404,62396,443,443,file
1363,19.873,4818,5004,4818,video
188,17.524,4895,8443,4895,voip
1408,37.935,17947,8443,8443,video
1201,23.335,62679,5005,5005,video
431,181.965,3044,443,443,web
209,5.371,58975,10001,10001,voip
227,561.544,55756,80,80,web
1399,17.936,25156,8443,8443,video
131,32.377,10704,5060,5060,voip
1040,39.139,6779,8443,6779,video
1142,19.816,12538,8080,8080,video
1452,23.164,59959,8080,8080,video
165,5.409,22976,5060,5060,voip
288,290.486,15076,443,443,web
212,10.911,3981,10001,3981,voip
229,349.936,8569,8080,8080,web
1310,34.246,27889,8080,8080,video
118,13.261,38039,10002,10002,voip
1337,14.337,20557,989,989,file
281,368.402,47950,80,80,web
1471,156.638,43810,8080,8080,video
170,22.092,34931,443,443,voip
239,164.788,22426,8443,8443,web
1500,3.084,14376,989,989,file
1477,33.269,3882,443,443,video
1179,17.589,45882,5005,5005,video
1295,17.668,47158,5004,5004,video
700,511.583,33425,8080,8080,web
1118,32.222,32662,5004,5004,video
1182,37.928,39205,443,443,video
1499,0.887,62974,8080,8080,file
1500,4.539,44635,8081,8081,file
556,183.689,35076,8443,8443,web
483,250.56,55602,80,80,web
761,445.748,11017,8080,8080,web
512,147.87,59299,443,443,web
1176,114.832,43523,443,443,web
1461,3.319,13106,20,20,file
1433,3.519,42075,443,443,file
1341,3.974,32192,443,443,file
216,34.221,52305,10000,10000,voip
1500,135.18,10913,443,443,web
956,38.475,46003,8443,8443,video
1487,4.094,51519,21,21,file
1500,5.217,51997,8081,8081,file
875,27.539,25281,8080,8080,video
1297,5.488,16519,21,21,file
949,523.221,51133,443,443,web
1150,6.166,26802,8080,8080,file
178,23.327,3229,5061,3229,voip
1388,3.044,34795,8443,8443,file
1101,271.052,14978,443,443,web
1247,16.659,30377,5004,5004,video
1212,33.362,18754,8080,8080,video
120,12.869,43333,5061,5061,voip
310,508.792,10704,8443,8443,web
1137,24.703,17106,5004,5004,video
1042,67.233,35706,5005,5005,video
1039,391.178,44008,8080,8080,web
439,66.112,27705,443,443,web
1039,64.342,8984,5004,5004,video
1185,134.303,13871,8443,8443,web
659,291.162,55562,8080,8080,web
795,329.051,11005,443,443,web
828,426.968,2620,8080,2620,web
1500,33.296,12300,8554,8554,video
106,13.303,24530,8443,8443,voip
1218,2.642,22404,21,21,file
1029,23.327,27866,443,443,video
1076,25.255,32352,5005,5005,video
994,40.412,6400,1935,1935,video
1204,137.349,2125,8080,2125,video
985,35.392,1573,5005,1573,video
1452,2.466,30585,443,443,file
1500,20.038,16150,5005,5005,video
761,291.031,12148,8080,8080,web
241,30.275,30963,5060,5060,voip
816,209.534,59271,8443,8443,web
215,8.736,13465,8443,8443,voip
632,176.3,63898,8080,8080,web
747,213.932,20432,8443,8443,web
690,267.192,23976,8080,8080,web
60,42.589,6235,10000,6235,voip
1428,3.509,5051,990,990,file
653,330.707,2449,8443,2449,web
796,68.327,30625,8554,8554,video
912,103.34,24040,8080,8080,web
1110,45.674,34725,5004,5004,video
1182,39.774,63681,443,443,video
173,12.222,17541,8080,8080,voip
1182,26.588,32334,8443,8443,video
299,900.958,63354,80,80,web
251,17.674,41733,10001,10001,voip
1500,5.709,21108,8081,8081,file
1290,10.389,56776,8554,8554,video
296,145.536,58912,80,80,web
1331,6.978,11810,8080,8080,file
181,25.121,16068,10001,10001,voip
1299,60.281,23040,8554,8554,video
180,15.223,37595,443,443,voip
579,424.87,47380,8443,8443,web
1131,22.126,26354,5004,5004,video
1262,5.089,25775,8081,8081,file
1500,43.945,31480,8443,8443,video
154,14.698,57383,5061,5061,voip
266,12.15,14341,443,443,voip
1059,11.363,16162,20,20,file
1500,11.114,18120,8081,8081,file
107,28.629,28396,443,443,voip
179,26.86,26748,5060,5060,voip
1411,5.883,45643,990,990,file
623,319.997,24868,8080,8080,web
274,28.84,24807,5060,5060,voip
1382,32.429,18014,5005,5005,video
856,490.644,2936,8080,2936,web
