controller,event_id,traffic_type,src,dst,path,throughput_mbps,delay_ms,install_ms,cpu_percent,rerouted,congestion_handled,overloaded_links
raw,152,file,h1,h3,s1->s2->s3,1.411,10.4,41.821,12.259,False,False,1
raw,153,file,h1,h3,s1->s4->s3,3.024,23.528,43.338,15.17,True,True,1
raw,154,file,h4,h5,s4->s3->s6->s5,0.666,31.833,42.625,16.407,False,False,3
raw,155,voip,h1,h3,s1->s2->s3,0.113,9.989,41.379,17.623,False,False,2
raw,156,video,h1,h6,s1->s6,5.701,21.137,45.341,16.282,False,False,2
raw,157,file,h1,h4,s1->s2->s5->s4,5.106,22.411,41.485,12.916,False,False,0
raw,158,web,h2,h3,s2->s5->s6->s3,0.974,25.367,42.584,10.196,False,False,0
raw,159,video,h3,h2,s3->s2,3.963,5.378,44.375,14.531,False,False,1
raw,160,video,h4,h2,s4->s5->s2,0.912,23.218,42.306,15.366,False,False,1
raw,161,voip,h2,h3,s2->s3,0.119,6.141,33.718,15.393,False,False,1
raw,162,video,h2,h1,s2->s1,5.949,5.729,41.148,12.184,False,False,1
raw,163,file,h4,h3,s4->s3,6.958,10.671,41.003,10.352,False,False,0
raw,164,video,h6,h4,s6->s3->s4,1.776,16.134,40.534,15.086,False,False,1
raw,165,voip,h4,h1,s4->s1,0.116,12.314,42.332,13.334,False,False,1
raw,166,file,h4,h3,s4->s1->s2->s3,0.654,26.731,42.21,16.984,False,False,3
raw,167,web,h2,h6,s2->s5->s6,0.644,22.346,38.959,22.577,False,False,5
raw,168,web,h3,h5,s3->s6->s5,0.906,20.885,43.011,19.852,False,False,4
raw,169,voip,h3,h6,s3->s6,0.113,7.823,40.267,15.386,False,False,2
raw,170,voip,h2,h1,s2->s1,0.113,6.462,41.583,11.877,False,False,0
raw,171,video,h2,h1,s2->s1,5.433,6.291,40.538,11.078,False,False,0
raw,172,video,h2,h3,s2->s3,5.503,5.522,29.477,11.317,False,False,0
raw,173,file,h5,h1,s5->s2->s1,1.067,15.383,41.518,14.637,False,False,2
raw,174,video,h4,h2,s4->s3->s2,6.167,14.184,38.545,15.083,True,True,2
raw,175,file,h3,h5,s3->s4->s5,0.665,25.814,31.097,18.552,False,False,4
raw,176,file,h3,h4,s3->s6->s1->s4,0.467,53.307,39.803,20.332,False,False,4
raw,177,voip,h3,h1,s3->s2->s1,0.111,10.865,38.801,21.766,False,False,4
raw,178,file,h1,h6,s1->s2->s3->s6,5.02,16.946,28.966,16.584,True,True,2
raw,179,file,h4,h2,s4->s5->s2,2.999,20.622,38.102,13.965,False,False,0
raw,180,video,h6,h1,s6->s3->s2->s1,5.851,15.647,38.485,12.403,False,False,0
raw,181,file,h2,h1,s2->s1,9.681,5.659,42.55,13.145,False,False,0
raw,182,file,h5,h2,s5->s2,8.488,9.267,42.342,13.35,False,False,0
raw,183,video,h2,h5,s2->s5,3.18,9.058,42.195,14.855,False,False,1
raw,184,video,h4,h2,s4->s3->s2,5.277,14.926,41.997,11.459,True,True,0
raw,185,voip,h4,h1,s4->s1,0.111,13.557,42.944,12.808,False,False,0
raw,186,voip,h6,h4,s6->s3->s4,0.107,14.039,41.187,10.917,False,False,0
raw,187,voip,h5,h6,s5->s6,0.116,11.412,42.434,13.406,False,False,0
raw,188,voip,h4,h1,s4->s1,0.113,14.417,42.58,12.573,False,False,0
raw,189,file,h5,h4,s5->s4,7.386,11.118,39.208,13.727,False,False,0
raw,190,web,h2,h6,s2->s3->s6,1.003,11.981,40.715,12.925,False,False,1
raw,191,voip,h1,h6,s1->s2->s5->s6,0.107,20.542,42.109,13.62,False,False,0
raw,192,video,h2,h1,s2->s1,5.869,4.507,43.178,12.865,False,False,0
raw,193,voip,h3,h5,s3->s2->s5,0.12,13.263,35.902,12.673,False,False,0
raw,194,web,h4,h3,s4->s3,0.982,8.455,44.03,10.85,False,False,0
raw,195,voip,h3,h5,s3->s2->s5,0.109,11.432,46.225,11.815,False,False,0
raw,196,voip,h6,h5,s6->s5,0.111,10.242,41.867,13.169,False,False,0
raw,197,voip,h5,h2,s5->s2,0.112,6.796,40.76,11.925,False,False,0
raw,198,voip,h4,h1,s4->s1,0.121,12.365,44.54,13.2,False,False,0
raw,199,video,h2,h4,s2->s3->s4,1.928,15.511,44.428,15.311,False,False,1
raw,200,file,h6,h4,s6->s5->s4,0.716,28.731,41.467,16.042,False,False,3
raw,201,web,h3,h2,s3->s4->s1->s2,0.719,30.4,41.299,19.847,False,False,4
raw,202,voip,h5,h3,s5->s2->s3,0.119,11.981,40.414,19.148,False,False,4
raw,203,voip,h1,h4,s1->s2->s5->s4,0.113,24.058,38.409,18.84,True,True,3
raw,204,voip,h2,h5,s2->s5,0.111,8.332,39.456,14.852,False,False,1
raw,205,web,h3,h1,s3->s2->s1,0.891,9.074,40.224,13.325,False,False,0
raw,206,voip,h1,h3,s1->s2->s3,0.107,9.741,38.683,11.682,False,False,0
raw,207,file,h6,h4,s6->s5->s4,3.752,25.97,41.307,13.912,False,False,0
raw,208,file,h1,h4,s1->s2->s5->s4,4.415,22.012,40.265,12.837,False,False,0
raw,209,voip,h5,h2,s5->s2,0.123,7.342,39.671,12.704,False,False,0
raw,210,voip,h4,h1,s4->s1,0.112,13.654,39.364,10.751,False,False,0
raw,211,voip,h1,h3,s1->s2->s3,0.119,9.758,42.542,11.68,False,False,0
raw,212,web,h6,h1,s6->s3->s2->s1,0.889,13.843,30.246,11.787,False,False,0
raw,213,file,h4,h3,s4->s5->s2->s3,0.678,26.133,39.601,12.046,False,False,1
raw,214,file,h2,h3,s2->s3,7.656,6.304,40.785,14.579,False,False,1
raw,215,web,h2,h3,s2->s5->s6->s3,0.977,24.139,41.991,15.901,False,False,1
raw,216,voip,h3,h1,s3->s2->s1,0.12,9.186,30.993,12.234,False,False,0
raw,217,video,h2,h3,s2->s3,6.011,5.521,31.137,11.135,False,False,0
raw,218,voip,h5,h3,s5->s6->s3,0.12,16.128,39.666,10.765,False,False,0
raw,219,video,h6,h3,s6->s3,6.08,6.208,40.11,11.791,False,False,0
raw,220,voip,h5,h1,s5->s2->s1,0.119,11.058,40.163,10.221,False,False,0
raw,221,file,h4,h1,s4->s1,8.861,13.158,41.744,13.437,False,False,0
raw,222,file,h4,h3,s4->s3,1.56,11.282,42.215,12.907,False,False,1
raw,223,voip,h1,h6,s1->s6,0.106,20.182,43.714,15.711,False,False,1
raw,224,voip,h6,h1,s6->s3->s2->s1,0.116,13.4,43.559,12.073,False,False,0
raw,225,web,h4,h2,s4->s1->s2,0.712,21.011,43.549,13.754,False,False,1
raw,226,video,h1,h6,s1->s6,5.383,19.927,43.263,13.328,False,False,1
raw,227,voip,h1,h3,s1->s2->s3,0.108,8.721,40.552,13.068,False,False,1
raw,228,voip,h1,h6,s1->s2->s5->s6,0.12,19.366,43.31,10.986,False,False,0
raw,229,voip,h3,h1,s3->s2->s1,0.108,9.919,44.421,11.144,False,False,0
raw,230,file,h3,h2,s3->s2,8.546,6.055,41.552,11.534,False,False,0
raw,231,file,h4,h3,s4->s1->s2->s3,3.767,23.715,40.734,12.944,False,False,0
raw,232,web,h4,h6,s4->s5->s6,0.672,28.017,41.737,16.101,False,False,2
raw,233,file,h5,h4,s5->s2->s3->s4,0.808,23.246,43.509,19.001,False,False,4
raw,234,file,h1,h4,s1->s4,0.691,17.527,40.838,20.339,False,False,5
raw,235,video,h3,h1,s3->s6->s1,5.687,25.133,43.209,16.359,False,False,2
raw,236,voip,h6,h4,s6->s3->s4,0.122,15.433,40.11,15.405,False,False,1
raw,237,web,h2,h6,s2->s3->s6,0.922,9.383,40.937,12.631,False,False,0
raw,238,file,h1,h4,s1->s4,3.121,16.254,33.642,12.276,False,False,0
raw,239,web,h1,h3,s1->s2->s3,0.881,11.935,42.752,15.913,False,False,1
